2002,1,Foolish,Ashanti,C Major,8B,3:47,89,73,48,69,-6 dB,36,0,11,8
2002,2,U Don't Have To Call,Usher,D♭ Major,3B,4:29,100,57,79,81,-5 dB,5,0,3,5
2002,3,halfcrazy,Musiq,B Minor,10A,4:14,68,78,49,50,-6 dB,43,0,5,16
2002,4,Hot In Herre,Nelly,A Minor,8A,3:48,107,74,96,92,-5 dB,22,0,6,14
2002,5,Anything,Jaheim ,F Major,7B,4:47,106,38,73,45,-8 dB,5,0,14,4
2002,6,Dilemma,Nelly ,D Minor,7A,4:49,168,53,73,62,-8 dB,21,0,22,17
2002,7,Always On Time,Ja Rule ,F Minor,4A,4:05,97,71,61,83,-6 dB,20,0,30,28
2002,9,"Lights, Camera, Action!",Mr. Cheeks,D♭ Major,3B,4:21,106,93,80,81,-7 dB,13,0,14,7
2002,10,Nothin',N.O.R.E.,F# Major,2B,4:24,97,87,78,70,-6 dB,38,0,30,18
2002,11,I Love You,Faith Evans,B Minor,10A,4:27,168,76,49,57,-4 dB,1,0,23,9
2002,12,Butterflies,Michael Jackson,A♭ Major,4B,4:39,90,65,71,55,-3 dB,6,0,11,9
2002,13,Addictive,Truth Hurts ,A Major,11B,3:52,101,62,58,50,-7 dB,22,85,20,27
2002,14,I Need A Girl (Part Two),P. Diddy & Ginuwine ,F# Minor,11A,5:03,100,42,92,89,-9 dB,57,0,4,27
2002,15,Oops (Oh My),Tweet,B♭ Minor,3A,3:57,160,54,66,77,-9 dB,23,1,11,29
2002,16,Move B***h,Ludacris ,A♭ Major,4B,4:31,89,74,58,13,-6 dB,18,0,10,17
2002,17,What's Luv?,Fat Joe ,A♭ Major,4B,4:27,94,71,83,92,-5 dB,2,0,11,6
2002,18,U Got It Bad,Usher,D♭ Major,3B,4:07,124,50,82,65,-5 dB,2,0,7,3
2002,19, Pass The Courvoisier Part II,Busta Rhymes ,E Major,12B,3:58,98,79,59,56,-5 dB,9,0,7,30
2002,20,I Need A Girl (Part One),P. Diddy ,F# Major,2B,4:28,89,71,66,76,-6 dB,40,0,21,21
2002,21,Still Fly,Big Tymers,B Major,1B,5:35,89,61,67,55,-4 dB,3,0,34,23
2002,22,Nothing In This World,KeKe Wyatt ,F# Major,2B,4:11,132,64,70,40,-3 dB,20,0,3,5
2002,23,Someone To Love You,Ruff Endz,F Minor,4A,4:57,78,69,64,41,-2 dB,4,0,9,4
2002,24,I Care 4 U,Aaliyah,C Minor,5A,4:47,139,29,68,15,-13 dB,43,0,9,3
2002,25,Luv U Better,LL Cool J,F# Major,2B,4:47,95,81,65,69,-4 dB,22,0,30,25
2002,26,Rock The Boat,Aaliyah,A♭ Minor,1A,3:48,93,37,48,49,-11 dB,9,0,10,39
2002,27,A Woman's Worth,Alicia Keys,E Minor,9A,5:03,75,41,67,49,-8 dB,33,0,6,14
2002,28,Gangsta Lovin',Eve ,D♭ Minor,12A,3:59,94,83,73,83,-4 dB,8,0,10,6
2002,29,Don't You Forget It,Glenn Lewis,F# Minor,11A,4:08,89,51,71,31,-8 dB,12,0,11,9
2002,30,Gimme The Light,Sean Paul,D Major,10B,3:48,107,76,78,92,-6 dB,14,0,4,5
2002,31,Just A Friend 2002,Mario,C Major,8B,3:34,132,68,54,91,-6 dB,1,0,24,19
2002,32,Baby,Ashanti,E Minor,9A,3:29,95,81,71,85,-3 dB,43,0,18,7
2002,33,More Than A Woman,Aaliyah,B Major,1B,3:50,87,70,42,79,-6 dB,6,0,19,34
2002,34,Ain't It Funny,Jennifer Lopez ,A♭ Major,4B,3:56,89,65,81,69,-6 dB,38,0,5,14
2002,35,Rainy Dayz,Mary J. Blige ,F# Major,2B,4:36,75,66,48,52,-7 dB,18,0,32,19
2002,36,Stingy,Ginuwine,D♭ Minor,12A,4:19,127,57,62,62,-7 dB,26,0,17,5
2002,37,Makin' Good Love,Avant,E Minor,9A,4:33,142,65,79,72,-4 dB,24,0,12,4
2002,38,Down 4 U,Irv Gotti Presents The Inc. ,G Major,9B,5:18,83,59,64,53,-7 dB,25,0,67,32
2002,39,We Thuggin',Fat Joe ,A♭ Major,4B,3:33,99,65,90,82,-4 dB,18,0,8,21
2002,40,Happy,Ashanti,G Minor,6A,4:22,89,51,72,68,-6 dB,26,0,6,3
2002,41,Work It,"Missy ""Misdemeanor"" Elliott",D♭ Major,3B,4:14,102,66,80,20,-7 dB,20,52,9,7
2002,42,Good Times,Styles,D Major,10B,3:31,82,76,68,65,-7 dB,18,0,78,31
2002,43,Why Don't We Fall In Love,Amerie,B Minor,10A,2:39,90,77,55,65,-7 dB,7,0,5,10
2002,44,dontchange,Musiq,E Major,12B,5:08,102,56,56,20,-7 dB,19,0,9,3
2002,45,Call Me,Tweet,D♭ Minor,12A,2:57,167,71,55,72,-8 dB,48,0,7,36
2002,46,Grindin',Clipse,D♭ Major,3B,4:24,96,77,59,36,-3 dB,12,0,10,32
2002,47,You Know That I Love You,Donell Jones,F# Major,2B,4:20,96,49,77,80,-5 dB,14,0,6,4
2002,48,Welcome To Atlanta,Jermaine Dupri & Ludacris,E♭ Minor,2A,3:20,96,79,75,68,-7 dB,1,0,11,38
2002,49,What About Us?,Brandy,B♭ Minor,3A,4:10,93,73,52,74,-2 dB,26,0,44,35
2002,50,Roll Out (My Business),Ludacris,F Major,7B,4:02,131,41,85,88,-10 dB,36,0,7,17
2002,51,The Whole World,OutKast ,D Major,10B,4:55,92,85,81,72,-6 dB,10,0,3,40
2002,52,Bouncin' Back (Bumpin' Me Against The Wall),Mystikal,C Major,8B,4:19,94,90,88,75,-4 dB,27,0,6,21
2002,53,Take Away,"Missy ""Misdemeanor"" Elliott ",A Major,11B,4:36,126,32,82,52,-11 dB,13,6,5,6
2002,54, Differences,Ginuwine,E♭ Minor,2A,4:25,63,59,56,42,-5 dB,32,0,31,6
2002,55,Down A** Chick,Ja Rule ,A♭ Minor,1A,5:33,88,65,60,72,-4 dB,12,0,11,12
2002,56,Gots Ta Be,B2K,D Major,10B,5:21,132,45,83,69,-4 dB,4,0,7,5
2002,57,Hey Ma,Cam'Ron ,A♭ Major,4B,3:52,90,67,72,92,-6 dB,3,0,9,41
2002,58,Two Wrongs,Wyclef Jean ,A Major,11B,3:51,83,61,66,40,-8 dB,9,0,8,19
2002,59,Roc The Mic, Beanie Sigel & Freeway,B Minor,10A,4:21,95,66,73,92,-5 dB,10,0,12,41
2002,60,Saturday (Oooh! Ooooh!),Ludacris ,B Minor,10A,3:50,99,81,57,69,-6 dB,3,0,32,42
2002,61,Lifetime,Maxwell,A Major,11B,5:29,128,45,69,50,-7 dB,31,0,7,8
2002,62,Break Ya Neck,Busta Rhymes,E Minor,9A,3:51,83,81,82,74,-7 dB,44,0,6,25
2002,63,Family Affair,Mary J. Blige,A♭ Minor,1A,4:25,93,56,93,97,-4 dB,14,0,9,4
2002,64,Po' Folks,Nappy Roots ,D Major,10B,4:15,86,85,85,65,-3 dB,21,0,9,26
2002,65,What If A Woman,Joe,B♭ Major,6B,4:14,140,58,64,36,-5 dB,5,0,13,5
2002,66,Trade It All,Fabolous ,D♭ Minor,12A,4:35,97,78,82,78,-6 dB,3,0,22,21
2002,67,Love Of My Life (An Ode To Hip Hop),Erykah Badu ,F Minor,4A,5:37,87,41,62,46,-9 dB,13,0,9,40
2002,68,No More Drama,Mary J. Blige,A♭ Minor,1A,4:25,93,56,93,97,-4 dB,14,0,9,4
2002,69,Full Moon,Brandy,B♭ Minor,3A,4:08,106,66,69,63,-5 dB,36,0,9,15
2002,70,Brotha,Angie Stone,G Minor,6A,4:28,132,43,80,66,-9 dB,54,0,7,38
2002,71,When The Last Time,Clipse,B Major,1B,4:14,99,88,85,85,-3 dB,51,0,30,25
2002,72,This Woman's Work,Maxwell,A♭ Major,4B,4:00,114,33,47,14,-9 dB,68,0,11,3
2002,73,Young'n (Holla Back),Fabolous,D♭ Major,3B,3:25,109,44,87,94,-12 dB,46,0,10,25
2002,74,One Mic,Nas,C Minor,5A,4:28,92,61,78,43,-6 dB,6,0,10,36
2002,75,Gone,'N Sync,B Minor,10A,4:52,114,41,70,50,-9 dB,43,0,11,6
2002,76,Burnin' Up,Faith Evans ,B Minor,10A,3:31,98,82,73,89,-3 dB,16,0,21,18
2002,77,Cleanin' Out My Closet,Eminem,A Minor,8A,4:57,148,74,91,88,-5 dB,8,0,11,22
2002,78,Uh Huh,B2K,D Major,10B,3:43,100,68,86,91,-5 dB,9,0,6,7
2002,79,Without Me,Eminem,G Major,9B,4:50,112,65,93,65,-3 dB,0,0,31,9
2002,80,You Gets No Love,Faith Evans,F Minor,4A,4:01,97,68,75,92,-4 dB,21,0,20,12
2002,81,Wish I Didn't Miss You,Angie Stone,B♭ Major,6B,4:30,124,75,86,84,-6 dB,35,0,14,3
2002,82,Say I Yi Yi,Ying Yang Twins,A♭ Minor,1A,4:32,95,63,78,49,-7 dB,0,0,20,12
2002,83,Let's Stay Home Tonight,Joe,C Minor,5A,3:26,90,74,69,72,-4 dB,14,0,9,6
2002,84,Round And Round,Jonell & Method Man,A♭ Major,4B,3:50,91,75,62,89,-5 dB,34,0,8,27
2002,85,Awnaw,Nappy Roots,G Major,9B,4:01,160,68,72,71,-4 dB,1,0,15,26
2002,86,Hey Luv (Anything),Mobb Deep ,G Major,9B,4:02,99,68,83,64,-5 dB,16,0,19,23
2002,87,I'd Rather,Luther Vandross,C Major,8B,4:19,120,47,70,52,-8 dB,24,0,11,3
2002,88,Caramel,City High ,F Minor,4A,3:32,93,66,79,30,-8 dB,18,0,9,30
2002,89,If I Could Go!,Angie Martinez ,A Minor,8A,4:10,98,35,82,89,-15 dB,14,0,11,5
2002,90,Don't Mess With My Man,Nivea ,B Minor,10A,3:33,100,73,88,88,-4 dB,11,0,24,16
2002,91,Take Ya Home,Lil Bow Wow,D♭ Minor,12A,3:59,94,83,86,94,-3 dB,3,0,10,24
2002,92,In Da Wind,Trick Daddy ,C Major,8B,4:20,114,59,97,69,-4 dB,12,0,6,18
2002,93,"Girls, Girls, Girls",JAY-Z,B Minor,10A,2:52,79,45,78,55,-7 dB,2,0,18,27
2002,94,'03 Bonnie & Clyde,Jay-Z ,D♭ Minor,12A,3:24,90,60,85,90,-10 dB,17,0,10,8
2002,96,Any Other Night,Sharissa,E Minor,9A,3:47,77,53,74,60,-8 dB,15,0,11,12
2002,97,Got Ur Self A...,Nas,B Minor,10A,3:48,94,87,70,62,-4 dB,1,0,10,24
2002,98,React,Erick Sermon ,A Minor,8A,3:37,94,89,58,79,-2 dB,18,0,17,43
2002,99,"My Neck, My Back",Khia ,A Minor,8A,3:42,102,62,86,71,-4 dB,3,0,5,13
2002,100,Goodbye,Jagged Edge,F# Major,2B,4:33,130,73,82,97,-6 dB,13,0,5,10
2003,1,In Da Club,50 Cent,F# Minor,11A,3:13,90,73,87,81,-3 dB,28,0,8,37
2003,2,Ignition,R. Kelly,D♭ Major,3B,3:06,133,52,80,86,-7 dB,6,0,9,4
2003,3,Miss You,Aaliyah,F Minor,4A,1:40,79,57,74,33,-6 dB,2,29,11,6
2003,4,So Gone,Monica,A♭ Major,4B,4:02,82,55,62,59,-7 dB,18,0,25,10
2003,5,Get Low,Lil Jon & The East Side Boyz ,D♭ Major,3B,5:34,101,62,52,14,-7 dB,3,0,12,7
2003,6,Right Thurr,Chingy,D Major,10B,4:10,92,75,87,89,-4 dB,15,0,6,25
2003,7,21 Questions,50 Cent ,F# Minor,11A,3:44,80,81,55,92,-4 dB,39,0,4,36
2003,8,Get Busy,Sean Paul,B♭ Minor,3A,3:31,100,82,74,73,-4 dB,62,0,16,4
2003,9,How You Gonna Act Like That,Tyrese,E♭ Minor,2A,4:54,113,52,73,52,-4 dB,11,0,7,5
2003,10,Frontin',Pharrell ,A Minor,8A,3:56,102,40,89,76,-6 dB,45,0,8,13
2003,11,Can't Let You Go,Fabolous ,A Major,11B,3:43,96,60,65,81,-7 dB,23,0,8,46
2003,12,P.I.M.P.,50 Cent,B♭ Minor,3A,4:09,85,79,67,85,-3 dB,5,0,4,35
2003,13,I Know What You Want,Busta Rhymes & Mariah Carey ,F# Major,2B,5:24,86,76,65,52,-4 dB,1,0,65,31
2003,14,Crazy In Love,Beyonce ,D Minor,7A,3:56,99,77,65,68,-7 dB,0,0,7,23
2003,15,Beautiful,Snoop Dogg ,B Minor,10A,4:59,101,74,89,96,-5 dB,30,0,9,13
2003,16,Baby Boy,Beyonce ,D♭ Major,3B,4:04,91,49,65,79,-9 dB,8,0,22,22
2003,17,Put That Woman First,Jaheim,F Minor,4A,4:05,79,54,65,51,-9 dB,49,0,18,13
2003,18,Magic Stick,Lil' Kim ,D Major,10B,5:59,93,50,85,50,-8 dB,12,0,27,27
2003,19,Love Of My Life (An Ode To Hip Hop),Erykah Badu ,F Minor,4A,5:37,87,41,62,46,-9 dB,13,0,9,40
2003,20,Damn!,YoungBloodZ ,E Minor,9A,4:57,84,71,82,50,-6 dB,1,0,35,28
2003,21,In Those Jeans,Ginuwine,D♭ Major,3B,4:03,128,54,69,32,-6 dB,51,0,8,8
2003,22,Come Over,Aaliyah,F Minor,4A,4:06,109,33,75,34,-13 dB,79,0,13,6
2003,23,Excuse Me Miss,JAY-Z,D♭ Major,3B,4:40,93,86,69,87,-5 dB,2,0,5,30
2003,24,Into You,Fabolous ,G Minor,6A,4:54,91,53,68,57,-8 dB,22,0,17,3
2003,25,Step In The Name Of Love,R. Kelly,D♭ Minor,12A,7:12,95,53,77,77,-7 dB,20,0,23,12
2003,26,Stand Up,Ludacris ,F# Major,2B,3:33,98,84,75,77,-5 dB,36,0,11,36
2003,27,Say Yes,Floetry,F Minor,4A,4:28,118,40,74,43,-13 dB,22,0,13,8
2003,28,Shake Ya Tailfeather,"Nelly, P. Diddy & Murphy Lee",B♭ Minor,3A,4:55,88,73,72,88,-7 dB,15,0,16,27
2003,30,dontchange,Musiq,E Major,12B,5:08,102,56,56,20,-7 dB,19,0,9,3
